citizen_id,full_name,dob,age,gender,district,village_or_city,address,pincode,occupation,annual_income,caste,aadhar_number,mobile_number
1357,Santosh Dewangan,1945-09-28,80,Male,Kanker,Ward 29,"740, Main Road, Kanker",490605,Weaver,635351,ST,764722981209,9957657289
1358,Brijlal Tandon 5,1979-04-27,46,Male,Kanker,Colony 15,"293, Station Road, Kanker",493147,Government Employee,399958,OBC,036849951542,9144773244
1359,Brijlal Tandon 4,1994-11-07,31,Male,Bastar,Bastar Nagar,"29, Indira Nagar, Bastar",497394,Farmer,683027,OBC,070534967827,9411767412
1360,Santram Dhivar,1966-10-18,59,Male,Durg,Ward 24,"335, Gandhi Chowk, Durg",494154,Government Employee,102657,General,506185380032,9963347272
1361,Sudha Gupta 2,1981-05-20,44,Female,Bijapur,Ward 24,"503, Indira Nagar, Bijapur",495008,Teacher,160175,ST,496935782434,9776958741
1362,Kamla Sahu,2002-10-17,23,Female,Sukma,Sukma Nagar,"679, Nehru Nagar, Sukma",490949,Labour,233600,General,562779630448,9360854566
1363,Saraswati Patle,1939-12-19,86,Female,Bastar,Ward 16,"316, Nehru Nagar, Bastar",493358,Teacher,193657,OBC,199529800615,9581083583
1364,Sushila Pandey,1999-06-18,26,Female,Janjgir-Champa,Village ZF,"340, Nehru Nagar, Janjgir-Champa",491767,Housewife,396419,General,008186702440,9330416624
1365,Mahesh Sahu 7,1936-11-14,89,Male,Raipur,Raipur Nagar,"98, Indira Nagar, Raipur",496494,Self Employed,99389,SC,568044731497,9646136847
1366,Virendra Soni,1980-07-06,45,Male,Janjgir-Champa,Colony 12,"975, Station Road, Janjgir-Champa",496249,Housewife,268560,OBC,906375791452,9118237931
1367,Durga Mandavi,1977-07-18,48,Female,Gariaband,Ward 24,"786, Nehru Nagar, Gariaband",492065,Self Employed,64285,OBC,059960438787,9535778811
1368,Seema Chandel 3,2002-12-19,23,Female,Raipur,Raipur Nagar,"203, Nehru Nagar, Raipur",497125,Student,75598,ST,287286604164,9485959224
1369,Dilip Nishad 6,1981-08-29,44,Male,Balrampur,Village PO,"950, Gandhi Chowk, Balrampur",491346,Housewife,274223,General,562271043318,9751097921
1370,Jagdish Porte,1955-05-05,70,Male,Kabirdham,Village AG,"841, Nehru Nagar, Kabirdham",494788,Weaver,101854,ST,488319213424,9912896599
1371,Mohan Thakur,2001-03-16,24,Male,Balrampur,Ward 22,"803, Gandhi Chowk, Balrampur",491774,Student,722398,OBC,227051028767,9548138666
1372,Rani Netam,1981-11-22,44,Female,Kanker,Kanker Nagar,"979, Gandhi Chowk, Kanker",497746,Carpenter,772952,OBC,687741865205,9756398365
1373,Manju Tandon,1936-01-08,89,Female,Raigarh,Ward 15,"601, Station Road, Raigarh",492691,Student,533044,General,940476044090,9797727810
1374,Ramesh Kumar,1999-01-21,26,Male,Korba,Korba Nagar,"85, Nehru Nagar, Korba",496833,Student,103555,General,518439055295,9806601382
1375,Mahesh Sahu 1,1959-10-13,66,Male,Balrampur,Balrampur Nagar,"651, Main Road, Balrampur",492550,Shop Owner,180859,SC,791971112125,9902035713
1376,Chandra Shekhar,1952-03-16,73,Male,Bijapur,Ward 25,"389, Station Road, Bijapur",491459,Shop Owner,61358,ST,334324474175,9955872096
1377,Chanda Thakur,1998-01-22,27,Female,Balod,Village UZ,"213, Station Road, Balod",495732,Housewife,344808,SC,183437401827,9279559690
1378,Ramkumar Lahre 6,1935-10-09,90,Male,Surguja,Ward 14,"192, Station Road, Surguja",492510,Labour,198801,General,797996673459,9576403816
1379,Bimla Mishra 7,1988-04-08,37,Female,Raipur,Village QF,"908, Indira Nagar, Raipur",497908,Weaver,504052,OBC,250142576270,9232441233
1380,Sunita Yadav,1948-11-21,77,Female,Kondagaon,Colony 1,"164, Station Road, Kondagaon",490819,Unemployed,253298,OBC,767316252654,9696815790
1381,Nirmala Dhivar,2003-12-13,22,Female,Janjgir-Champa,Ward 12,"626, Indira Nagar, Janjgir-Champa",496158,Self Employed,738469,OBC,273034615626,9244670462
1382,Durga Mandavi,1944-08-11,81,Female,Bemetara,Ward 26,"672, Nehru Nagar, Bemetara",496583,Farmer,36874,ST,707660464197,9857585126
1383,Brijlal Tandon,1995-08-06,30,Male,Durg,Village AK,"203, Indira Nagar, Durg",496659,Driver,269273,ST,074017750954,9654084245
1384,Savita Bai,1961-10-08,64,Female,Jashpur,Ward 2,"545, Nehru Nagar, Jashpur",492037,Labour,32395,OBC,276457938970,9155029168
1385,Prakash Pandey,2002-04-13,23,Male,Dantewada,Village MA,"739, Main Road, Dantewada",496856,Self Employed,500477,SC,498830597364,9248096244
1386,Bharat Mandavi 7,1994-01-09,31,Male,Korba,Village IO,"100, Gandhi Chowk, Korba",491842,Farmer,207949,General,949796958678,9055557277
1387,Chanda Thakur,1995-06-10,30,Female,Mahasamund,Ward 9,"647, Nehru Nagar, Mahasamund",494599,Government Employee,118043,SC,445770299295,9966048736
1388,Rajesh Verma,1946-02-21,79,Male,Rajnandgaon,Village GG,"183, Gandhi Chowk, Rajnandgaon",496283,Weaver,688396,ST,536945515888,9636774722
1389,Sudha Gupta 6,2003-07-05,22,Female,Bemetara,Ward 21,"393, Indira Nagar, Bemetara",495351,Self Employed,615113,OBC,093299819960,9593297150
1390,Sanjay Mishra,1969-12-28,56,Male,Mungeli,Village GF,"741, Gandhi Chowk, Mungeli",491436,Unemployed,504746,SC,241039773973,9278195237
1391,Ramesh Kumar,1996-04-01,29,Male,Kondagaon,Colony 14,"73, Nehru Nagar, Kondagaon",497845,Shop Owner,681722,General,980770460568,9761124912
1392,Bharat Mandavi,1947-10-19,78,Male,Janjgir-Champa,Ward 26,"338, Main Road, Janjgir-Champa",493754,Weaver,214155,SC,547574949022,9840359544
1393,Hema Sinha,1977-09-14,48,Female,Narayanpur,Narayanpur Nagar,"151, Indira Nagar, Narayanpur",492395,Self Employed,49873,General,394290458867,9925298585
1394,Pratibha Soni,1993-03-26,32,Female,Surguja,Colony 3,"919, Nehru Nagar, Surguja",490117,Carpenter,579499,OBC,433249135779,9083350615
1395,Mahesh Sahu 9,2001-07-25,24,Male,Mungeli,Colony 1,"581, Indira Nagar, Mungeli",492032,Teacher,116919,OBC,337209484131,9284033399
1396,Urmila Dhruv 1,1963-09-02,62,Female,Jashpur,Colony 2,"86, Nehru Nagar, Jashpur",491618,Student,206360,ST,490961739970,9469472587
1397,Ravi Gupta,1961-12-11,64,Male,Bastar,Village RH,"695, Indira Nagar, Bastar",494122,Shop Owner,179222,OBC,705877221641,9758231334
1398,Ravi Gupta,1982-08-25,43,Male,Baloda Bazar,Baloda Bazar Nagar,"585, Gandhi Chowk, Baloda Bazar",492653,Labour,71935,OBC,292587964347,9452455574
1399,Hema Sinha,1972-06-26,53,Female,Raipur,Village MB,"662, Gandhi Chowk, Raipur",497988,Unemployed,155107,OBC,344505665883,9398741132
1400,Santram Dhivar,1999-10-09,26,Male,Surajpur,Colony 11,"705, Nehru Nagar, Surajpur",492047,Shop Owner,707293,ST,010548574172,9156229493
1401,Mahesh Sahu,1964-06-22,61,Male,Surajpur,Village YV,"707, Main Road, Surajpur",491151,Student,766610,SC,573257375534,9490216667
1402,Chandra Shekhar,1981-01-07,44,Male,Kabirdham,Village SN,"810, Indira Nagar, Kabirdham",494031,Shop Owner,316298,General,191818281979,9316477251
1403,Jyoti Porte,1975-10-19,50,Female,Gariaband,Colony 14,"911, Main Road, Gariaband",493289,Driver,101748,ST,003562439587,9395923234
1404,Kamla Sahu 1,2004-12-28,21,Female,Korba,Village LC,"951, Gandhi Chowk, Korba",495392,Teacher,41402,ST,433502716073,9607763369
1405,Mahesh Sahu,1980-07-09,45,Male,Surajpur,Surajpur Nagar,"124, Nehru Nagar, Surajpur",496068,Driver,61534,ST,331857481700,9666155416
1406,Santosh Dewangan,1942-08-22,83,Male,Jashpur,Colony 15,"17, Station Road, Jashpur",495978,Carpenter,423787,OBC,329028227009,9345962622
1407,Rajesh Verma,1995-01-19,30,Male,Surguja,Ward 12,"510, Gandhi Chowk, Surguja",492508,Self Employed,388284,SC,950050702608,9698221053
1408,Bharat Mandavi,1945-02-23,80,Male,Baloda Bazar,Baloda Bazar Nagar,"878, Indira Nagar, Baloda Bazar",496631,Carpenter,82422,ST,425859177932,9382231164
1409,Dinesh Patel 5,1951-08-17,74,Male,Bijapur,Colony 12,"685, Indira Nagar, Bijapur",494260,Housewife,381626,SC,256529060320,9203265097
1410,Pratibha Soni,1991-06-20,34,Female,Surajpur,Village OG,"559, Nehru Nagar, Surajpur",490966,Weaver,120730,SC,524578715841,9560821371
1411,Naresh Chandel,1946-05-24,79,Male,Kabirdham,Ward 10,"990, Indira Nagar, Kabirdham",491496,Self Employed,667862,OBC,230358929880,9858382521
1412,Jyoti Porte,1990-07-10,35,Female,Janjgir-Champa,Colony 3,"879, Gandhi Chowk, Janjgir-Champa",492281,Farmer,610173,SC,686775240148,9439910622
1413,Sushila Pandey 4,1970-03-01,55,Female,Surguja,Surguja Nagar,"255, Station Road, Surguja",490578,Teacher,544818,OBC,619237245018,9481973741
1414,Santram Dhivar,1948-11-06,77,Male,Durg,Village YX,"973, Main Road, Durg",493126,Shop Owner,81148,ST,927438119953,9766014448
1415,Bharat Mandavi,1957-08-08,68,Male,Kabirdham,Colony 12,"249, Indira Nagar, Kabirdham",494055,Teacher,324491,SC,178996986091,9919113599
1416,Sushila Pandey,2001-11-02,24,Female,Bilaspur,Colony 8,"588, Indira Nagar, Bilaspur",490306,Self Employed,729315,ST,039205146074,9555347057
1417,Brijlal Tandon,1953-11-05,72,Male,Mungeli,Colony 6,"772, Station Road, Mungeli",496398,Labour,446594,SC,598354116597,9263475575
1418,Geeta Sharma,1945-01-23,80,Female,Raigarh,Village JQ,"775, Indira Nagar, Raigarh",494410,Labour,111178,General,311964258562,9614991537
1419,Santosh Dewangan,1994-12-13,31,Male,Bastar,Bastar Nagar,"252, Gandhi Chowk, Bastar",493608,Carpenter,476220,General,430977688936,9289696454
1420,Rani Netam,1956-02-13,69,Female,Kanker,Kanker Nagar,"330, Gandhi Chowk, Kanker",496518,Housewife,175329,ST,851935837490,9797796120
1421,Deepak Sinha,1940-03-23,85,Male,Kabirdham,Village WE,"67, Station Road, Kabirdham",494668,Shop Owner,781557,General,976263748453,9986289509
1422,Ramkumar Lahre,1987-10-07,38,Male,Rajnandgaon,Colony 2,"748, Gandhi Chowk, Rajnandgaon",496002,Teacher,98843,OBC,207151169666,9725214526
1423,Ashok Patle 5,1971-01-28,54,Male,Raigarh,Ward 8,"348, Nehru Nagar, Raigarh",496159,Student,155348,General,805120800564,9099512397
1424,Chanda Thakur 6,1943-10-06,82,Female,Kondagaon,Kondagaon Nagar,"913, Nehru Nagar, Kondagaon",495787,Labour,363480,ST,090814415298,9217392957
1425,Chandra Shekhar,1975-04-01,50,Male,Rajnandgaon,Rajnandgaon Nagar,"375, Gandhi Chowk, Rajnandgaon",491962,Unemployed,72990,General,507918158998,9868345273
1426,Jagdish Porte,1974-02-06,51,Male,Mahasamund,Ward 3,"330, Indira Nagar, Mahasamund",493966,Driver,85223,SC,080314998250,9800463580
1427,Laxmi Tiwari,1951-01-22,74,Female,Gariaband,Gariaband Nagar,"102, Nehru Nagar, Gariaband",497783,Labour,773509,SC,137399006314,9035263560
1428,Rekha Verma,1990-11-04,35,Female,Kondagaon,Village NV,"210, Station Road, Kondagaon",493353,Weaver,127944,ST,643749060723,9111271285
1429,Laxmi Tiwari 7,1960-08-12,65,Female,Mungeli,Ward 10,"780, Main Road, Mungeli",493236,Teacher,690849,ST,328077113062,9113695727
1430,Brijlal Tandon 9,2003-11-09,22,Male,Raigarh,Ward 25,"583, Main Road, Raigarh",497771,Labour,144572,SC,257306624813,9235707139
1431,Ravi Gupta,1947-12-04,78,Male,Mungeli,Ward 11,"420, Indira Nagar, Mungeli",494377,Farmer,194543,SC,502130609069,9130981079
1432,Sudha Gupta,1969-10-05,56,Female,Bemetara,Colony 11,"628, Station Road, Bemetara",492828,Carpenter,391023,OBC,785324264250,9642076836
1433,Sushila Pandey,1953-09-25,72,Female,Mahasamund,Colony 12,"455, Nehru Nagar, Mahasamund",493798,Government Employee,107211,ST,283333939578,9654362718
1434,Sudha Gupta,2004-07-21,21,Female,Balrampur,Village BG,"565, Gandhi Chowk, Balrampur",495404,Self Employed,626380,OBC,703692492693,9265732759
1435,Umesh Dhruv,1938-03-25,87,Male,Kondagaon,Ward 4,"9, Main Road, Kondagaon",492716,Student,138201,SC,323415959775,9244182226
1436,Naresh Chandel,1971-10-26,54,Male,Surguja,Village RU,"707, Gandhi Chowk, Surguja",497997,Student,188443,ST,102676720957,9992707955
1437,Sanjay Mishra,1950-12-18,75,Male,Korba,Korba Nagar,"114, Gandhi Chowk, Korba",497878,Carpenter,113245,General,597099625438,9480752034
1438,Deepak Sinha,1965-05-05,60,Male,Bilaspur,Colony 11,"676, Main Road, Bilaspur",492728,Housewife,134300,General,904637660465,9586652548
1439,Kiran Banjare 2,1975-06-04,50,Female,Kondagaon,Village ZV,"883, Indira Nagar, Kondagaon",497339,Student,36846,General,312512931100,9591297519
1440,Suresh Yadav,1952-12-17,73,Male,Bijapur,Ward 30,"4, Nehru Nagar, Bijapur",496485,Carpenter,26553,General,658373792749,9072801234
1441,Nirmala Dhivar,1952-01-19,73,Female,Narayanpur,Narayanpur Nagar,"192, Station Road, Narayanpur",496196,Teacher,103269,SC,968436453804,9421017509
1442,Sunita Yadav,1999-04-23,26,Female,Bemetara,Village XV,"603, Station Road, Bemetara",495719,Carpenter,167270,SC,575757475833,9920567756
1443,Pratibha Soni,1975-08-18,50,Female,Korba,Colony 7,"973, Main Road, Korba",497155,Labour,249997,OBC,650622923106,9724530762
1444,Chandra Shekhar,1984-05-06,41,Male,Bastar,Colony 10,"444, Nehru Nagar, Bastar",497761,Labour,324533,General,511579423873,9670425496
1445,Dinesh Patel,1982-07-31,43,Male,Dantewada,Dantewada Nagar,"379, Indira Nagar, Dantewada",497950,Unemployed,78599,SC,633535748595,9325939933
1446,Hema Sinha,1936-10-20,89,Female,Kanker,Kanker Nagar,"639, Station Road, Kanker",490667,Housewife,307968,SC,176342507330,9559782457
1447,Hemant Kosare,1953-01-04,72,Male,Jashpur,Village TT,"752, Main Road, Jashpur",496026,Teacher,282155,SC,366044324006,9157276829
1448,Bimla Mishra,1959-08-09,66,Female,Bemetara,Colony 10,"292, Gandhi Chowk, Bemetara",494805,Labour,22222,General,058752568065,9625904599
1449,Sanjay Mishra,1999-11-27,26,Male,Narayanpur,Ward 23,"144, Gandhi Chowk, Narayanpur",490838,Housewife,113566,OBC,155516517680,9866281372
1450,Brijlal Tandon,1958-06-16,67,Male,Janjgir-Champa,Ward 8,"54, Gandhi Chowk, Janjgir-Champa",493922,Farmer,119421,OBC,228556608470,9681039033
1451,Ashok Patle 2,1987-03-29,38,Male,Kabirdham,Kabirdham Nagar,"550, Main Road, Kabirdham",497498,Carpenter,223772,SC,858623945354,9614707986
1452,Geeta Sharma 7,1944-08-21,81,Female,Bijapur,Village GG,"853, Gandhi Chowk, Bijapur",497264,Driver,589236,ST,039438040325,9376576927
1453,Chanda Thakur,2006-05-21,19,Female,Kondagaon,Ward 28,"906, Main Road, Kondagaon",496986,Farmer,374701,General,404769210533,9651460401
1454,Rajesh Verma 4,1945-11-09,80,Male,Jashpur,Colony 1,"179, Main Road, Jashpur",490923,Student,269340,SC,409712316600,9767620901
1455,Ramkumar Lahre 8,1953-04-01,72,Male,Bastar,Bastar Nagar,"241, Nehru Nagar, Bastar",496639,Farmer,423134,ST,873045195778,9255882556
1456,Hema Sinha,1977-01-01,48,Female,Kabirdham,Colony 14,"692, Indira Nagar, Kabirdham",493341,Government Employee,445323,SC,255778205829,9582923616
1457,Umesh Dhruv,1981-09-04,44,Male,Rajnandgaon,Rajnandgaon Nagar,"758, Gandhi Chowk, Rajnandgaon",495604,Weaver,278236,General,558686395613,9723081721
1458,Santosh Dewangan,1962-03-27,63,Male,Raigarh,Raigarh Nagar,"25, Main Road, Raigarh",490255,Shop Owner,44341,General,147165609456,9534699799
1459,Dilip Nishad,1937-11-21,88,Male,Baloda Bazar,Colony 5,"882, Nehru Nagar, Baloda Bazar",496168,Housewife,260809,SC,706071748113,9176539705
1460,Naresh Chandel,1975-07-17,50,Male,Raigarh,Raigarh Nagar,"608, Main Road, Raigarh",497664,Housewife,281616,OBC,749680491872,9742049561
1461,Sushila Pandey 8,1978-09-08,47,Female,Janjgir-Champa,Janjgir-Champa Nagar,"792, Nehru Nagar, Janjgir-Champa",490360,Shop Owner,64573,ST,371122299077,9560858167
1462,Mohan Thakur,1998-01-17,27,Male,Balod,Village CC,"487, Nehru Nagar, Balod",494155,Teacher,472104,General,021923785847,9129618033
1463,Sudha Gupta 7,1936-01-25,89,Female,Kabirdham,Ward 2,"538, Station Road, Kabirdham",494798,Housewife,135393,OBC,537337773126,9881228217
1464,Mahesh Sahu,1957-03-24,68,Male,Jashpur,Jashpur Nagar,"848, Station Road, Jashpur",493330,Farmer,161249,SC,603567932798,9623984716
1465,Ramesh Kumar,1985-06-15,40,Male,Durg,Ward 23,"379, Station Road, Durg",493222,Shop Owner,361501,SC,489547876989,9992751758
1466,Hemant Kosare,1957-08-20,68,Male,Jashpur,Jashpur Nagar,"321, Station Road, Jashpur",497432,Teacher,241361,SC,358644963924,9358853798
1467,Kamla Sahu,1961-03-18,64,Female,Jashpur,Village GT,"188, Nehru Nagar, Jashpur",493072,Teacher,113984,SC,978524914168,9601347789
1468,Umesh Dhruv,1952-12-07,73,Male,Bastar,Ward 2,"488, Nehru Nagar, Bastar",493170,Government Employee,43737,General,500141884216,9309001594
1469,Bharat Mandavi 4,1990-07-14,35,Male,Balrampur,Village YI,"861, Gandhi Chowk, Balrampur",491243,Farmer,233026,OBC,263890219947,9113633792
1470,Manju Tandon 2,1935-05-07,90,Female,Janjgir-Champa,Colony 10,"457, Gandhi Chowk, Janjgir-Champa",491903,Student,614190,ST,726960843768,9550789679
1471,Rani Netam 2,1988-12-23,37,Female,Narayanpur,Colony 13,"213, Gandhi Chowk, Narayanpur",492575,Government Employee,215213,SC,369709317069,9556076761
1472,Mamta Dewangan,1959-03-17,66,Female,Kabirdham,Kabirdham Nagar,"225, Indira Nagar, Kabirdham",495284,Housewife,362374,OBC,065031219804,9184724264
1473,Anita Patel,1950-01-05,75,Female,Gariaband,Ward 3,"587, Gandhi Chowk, Gariaband",492362,Housewife,260957,OBC,303911142817,9852282305
1474,Bimla Mishra 1,1980-01-01,45,Female,Gariaband,Gariaband Nagar,"50, Nehru Nagar, Gariaband",491278,Labour,99818,SC,947372132901,9620478768
1475,Santram Dhivar,1982-03-02,43,Male,Bemetara,Colony 13,"770, Station Road, Bemetara",494289,Self Employed,132450,ST,203195419666,9450573036
1476,Urmila Dhruv,2005-12-25,20,Female,Sukma,Village EU,"406, Gandhi Chowk, Sukma",491166,Farmer,630177,SC,767753726032,9145057661
1477,Ravi Gupta,1981-01-17,44,Male,Mungeli,Village BP,"340, Gandhi Chowk, Mungeli",492543,Housewife,33277,OBC,840083850765,9975954508
1478,Dinesh Patel,2003-02-10,22,Male,Baloda Bazar,Ward 14,"992, Gandhi Chowk, Baloda Bazar",497643,Self Employed,113620,ST,422319646300,9402369362
1479,Chanda Thakur,1953-12-16,72,Female,Raipur,Colony 5,"806, Main Road, Raipur",491795,Unemployed,486825,ST,117595749885,9582984933
1480,Bharat Mandavi,1964-07-02,61,Male,Gariaband,Ward 10,"975, Indira Nagar, Gariaband",492461,Shop Owner,39394,OBC,337218856669,9541329715
1481,Bharat Mandavi,1973-11-01,52,Male,Korba,Village PA,"122, Station Road, Korba",491931,Unemployed,657877,ST,936634392529,9596111102
1482,Bharat Mandavi,1943-05-06,82,Male,Narayanpur,Colony 1,"182, Main Road, Narayanpur",491094,Shop Owner,592292,SC,910245109109,9032671494
1483,Chandra Shekhar,1990-01-13,35,Male,Dantewada,Village CO,"162, Indira Nagar, Dantewada",490788,Unemployed,330626,SC,065277584466,9345337220
1484,Suresh Yadav,1945-08-16,80,Male,Korba,Ward 4,"290, Station Road, Korba",495634,Government Employee,338388,ST,661894370526,9351004627
1485,Vandana Nishad,2005-05-17,20,Female,Narayanpur,Village KO,"764, Nehru Nagar, Narayanpur",495394,Government Employee,794010,OBC,024617520238,9974326005
1486,Mukesh Yadav,1965-04-24,60,Male,Raipur,Raipur Nagar,"217, Gandhi Chowk, Raipur",492724,Carpenter,343081,SC,868999360798,9487045069
1487,Ashok Patle,1972-06-30,53,Male,Bemetara,Village TS,"855, Indira Nagar, Bemetara",491826,Unemployed,136852,General,394640830373,9606014886
1488,Umesh Dhruv,2000-10-19,25,Male,Sukma,Ward 21,"509, Indira Nagar, Sukma",491749,Housewife,225382,General,368528306153,9701242446
1489,Nirmala Dhivar,2000-06-24,25,Female,Surguja,Village DY,"317, Indira Nagar, Surguja",495666,Housewife,169983,OBC,103142175188,9781794151
1490,Anil Sharma,1952-01-17,73,Male,Mungeli,Ward 9,"65, Gandhi Chowk, Mungeli",491195,Government Employee,126852,OBC,750566186323,9979137876
1491,Jagdish Porte,1938-10-30,87,Male,Bilaspur,Village GA,"18, Station Road, Bilaspur",495315,Government Employee,369551,General,571219881927,9788519053
1492,Naresh Chandel,1961-05-22,64,Male,Bilaspur,Bilaspur Nagar,"713, Station Road, Bilaspur",496683,Self Employed,547151,SC,618517446004,9521289915
1493,Dinesh Patel,2003-12-18,22,Male,Kanker,Kanker Nagar,"597, Main Road, Kanker",491897,Farmer,130292,General,898484160461,9540211901
1494,Pushpa Devi,1967-06-18,58,Female,Mahasamund,Mahasamund Nagar,"84, Station Road, Mahasamund",491380,Labour,299164,General,073228360849,9378306396
1495,Sushila Pandey,1965-12-12,60,Female,Korba,Village SN,"276, Gandhi Chowk, Korba",495050,Student,216847,ST,016934292913,9203301623
1496,Dinesh Patel,1993-07-17,32,Male,Raigarh,Colony 1,"110, Station Road, Raigarh",491691,Unemployed,114937,General,556684732365,9337746040
1497,Urmila Dhruv 1,2002-03-14,23,Female,Bemetara,Ward 17,"903, Station Road, Bemetara",491153,Shop Owner,75856,General,781975437347,9642737203
1498,Durga Mandavi 9,1980-10-15,45,Female,Jashpur,Village ED,"535, Station Road, Jashpur",495652,Student,106283,SC,601913443899,9827802058
1499,Hema Sinha,1978-03-21,47,Female,Raigarh,Colony 5,"258, Station Road, Raigarh",494803,Teacher,325594,SC,167933505573,9857368011
1500,Sanjay Mishra 7,1938-12-31,87,Male,Raigarh,Ward 15,"106, Indira Nagar, Raigarh",493615,Weaver,116734,OBC,351040961497,9315391149
1501,Santram Dhivar,2003-04-30,22,Male,Janjgir-Champa,Janjgir-Champa Nagar,"674, Main Road, Janjgir-Champa",497588,Unemployed,513435,ST,511893940655,9782019043
1502,Sushila Pandey 1,2000-10-09,25,Female,Surguja,Village GG,"472, Main Road, Surguja",495421,Unemployed,37631,General,135462127602,9508261123
1503,Rajesh Verma,1974-01-20,51,Male,Janjgir-Champa,Village FI,"908, Nehru Nagar, Janjgir-Champa",491290,Driver,298713,OBC,762974549303,9646871912
1504,Santosh Dewangan,1982-12-06,43,Male,Rajnandgaon,Rajnandgaon Nagar,"55, Indira Nagar, Rajnandgaon",491473,Housewife,466285,OBC,089813881588,9144582206
1505,Pratibha Soni,1947-08-07,78,Female,Janjgir-Champa,Janjgir-Champa Nagar,"640, Nehru Nagar, Janjgir-Champa",490586,Self Employed,293322,General,572450000001,9529113717
1506,Jagdish Porte,2005-09-16,20,Male,Jashpur,Jashpur Nagar,"362, Station Road, Jashpur",493106,Carpenter,139833,SC,442182998747,9812248905
1507,Kiran Banjare 7,1976-12-26,49,Female,Raipur,Village TB,"908, Gandhi Chowk, Raipur",493096,Government Employee,173250,SC,848266913624,9835505429
1508,Laxmi Tiwari 1,1991-02-19,34,Female,Baloda Bazar,Colony 4,"617, Indira Nagar, Baloda Bazar",494574,Unemployed,356183,General,982210401648,9188044287
1509,Nirmala Dhivar,1981-04-29,44,Female,Raigarh,Ward 13,"410, Station Road, Raigarh",491985,Labour,187094,ST,942894642036,9258631441
1510,Pratibha Soni 7,1961-03-23,64,Female,Jashpur,Village FL,"776, Station Road, Jashpur",497097,Farmer,123371,OBC,558243017646,9448988031
1511,Santosh Dewangan,1980-01-03,45,Male,Gariaband,Gariaband Nagar,"477, Indira Nagar, Gariaband",496814,Weaver,110211,SC,040433335384,9951632111
1512,Deepak Sinha,1999-10-08,26,Male,Rajnandgaon,Rajnandgaon Nagar,"608, Main Road, Rajnandgaon",495169,Carpenter,48414,OBC,653060119875,9617868800
1513,Lalita Singh,1937-09-13,88,Female,Surajpur,Ward 4,"563, Gandhi Chowk, Surajpur",496862,Driver,153440,OBC,657744916093,9659520149
1514,Mukesh Yadav 9,1992-06-01,33,Male,Sukma,Village JD,"232, Gandhi Chowk, Sukma",493253,Housewife,369694,General,926322399821,9374556114
1515,Ramkumar Lahre,2000-08-14,25,Male,Dantewada,Ward 5,"850, Station Road, Dantewada",495165,Farmer,238472,OBC,766608112600,9308356691
1516,Ganesh Markam 8,1941-08-01,84,Male,Kanker,Kanker Nagar,"261, Station Road, Kanker",492915,Farmer,666903,OBC,691776829384,9401348087
1517,Shanta Markam 8,1994-11-29,31,Female,Mungeli,Ward 24,"218, Gandhi Chowk, Mungeli",495285,Government Employee,182542,General,157090859914,9492074926
1518,Ramkumar Lahre,1991-03-22,34,Male,Balod,Colony 13,"891, Station Road, Balod",496802,Housewife,349097,ST,184285969325,9914084993
1519,Nirmala Dhivar 3,2005-01-26,20,Female,Janjgir-Champa,Colony 13,"414, Indira Nagar, Janjgir-Champa",494587,Farmer,333417,General,872617607234,9838935953
1520,Rajesh Verma,1985-05-28,40,Male,Sukma,Village JA,"984, Nehru Nagar, Sukma",497269,Carpenter,38672,ST,508269582641,9869656130
1521,Ashok Patle,1943-11-17,82,Male,Kondagaon,Kondagaon Nagar,"827, Indira Nagar, Kondagaon",492570,Driver,141087,General,434682394840,9027300869
1522,Manju Tandon,1940-09-05,85,Female,Bilaspur,Bilaspur Nagar,"77, Main Road, Bilaspur",495475,Teacher,575554,General,016809414915,9076283976
1523,Pushpa Devi,1954-11-05,71,Female,Jashpur,Colony 15,"452, Nehru Nagar, Jashpur",494906,Shop Owner,27626,ST,266292508177,9602991406
1524,Dilip Nishad,1941-02-01,84,Male,Raigarh,Ward 7,"960, Gandhi Chowk, Raigarh",497817,Government Employee,141977,OBC,356178170321,9192061363
1525,Dilip Nishad,1977-01-09,48,Male,Baloda Bazar,Ward 18,"195, Gandhi Chowk, Baloda Bazar",493666,Student,685836,SC,449029502648,9016440373
1526,Chandra Shekhar 8,1982-12-27,43,Male,Rajnandgaon,Colony 12,"684, Indira Nagar, Rajnandgaon",491396,Labour,129308,OBC,179821348629,9857973638
1527,Nirmala Dhivar 9,1950-12-18,75,Female,Mungeli,Village KN,"235, Indira Nagar, Mungeli",496147,Unemployed,412016,ST,986617706736,9820506821
1528,Geeta Sharma 6,1964-06-24,61,Female,Kondagaon,Village CM,"16, Station Road, Kondagaon",494417,Unemployed,760054,SC,692182192596,9790898436
1529,Hemant Kosare,2005-05-04,20,Male,Mungeli,Ward 28,"872, Station Road, Mungeli",496541,Farmer,762699,OBC,869484249598,9811457887
1530,Ramkumar Lahre,1943-04-15,82,Male,Kabirdham,Colony 15,"459, Nehru Nagar, Kabirdham",493913,Teacher,322157,OBC,097461917798,9768299687
1531,Sushila Pandey,1963-10-13,62,Female,Gariaband,Ward 19,"810, Indira Nagar, Gariaband",492608,Carpenter,254489,OBC,350405669579,9001248255
1532,Mohan Thakur 9,1970-05-03,55,Male,Bemetara,Village MG,"847, Indira Nagar, Bemetara",492410,Labour,316186,OBC,894633891562,9415285725
